'locality','state','postcode','latitude','longitude'
'BACK CREEK','NSW','2622',-35.34330026,149.943546
'BACK CREEK','NSW','2671',-33.86447114,147.46051584
'BACK FOREST','NSW','2535',-34.84051798,150.68114314
'BACK PLAINS','QLD','4361',-27.88809194,151.77782381
'BACK VALLEY','SA','5211',-35.54208131,138.50374836
'BACKMEDE','NSW','2470',-28.75709685,153.02579263
'BACKWATER','NSW','2365',-30.04715621,151.91724625
'BACKY POINT','SA','5601',-32.91220827,137.78736567
'BADDAGINNIE','VIC','3670',-36.60414462,145.86306829
'BADEN','TAS','7120',-42.42805893,147.47376856
'BADGEBUP','WA','6317',-33.60880362,117.88393011
'BADGER CREEK','VIC','3777',-37.69005787,145.54006589
'BADGER HEAD','TAS','7270',-41.11564907,146.71533013
'BADGERIN ROCK','WA','6475',-30.7759962,117.31313161
'BADGERYS CREEK','NSW','2555',-33.88201623,150.74521019
'BADGIN','WA','6302',-31.80649966,116.99881694
'BADGINGARRA','WA','6521',-30.42488751,115.59550972
'BADJA','NSW','2630',-36.0588726,149.51713623
'BADJALING','WA','6383',-32.00099414,117.50083036
'BADU ISLAND','QLD','4875',-10.11665402,142.14559999
'BAEL BAEL','VIC','3579',-35.68708587,143.7382111
'BAERAMI','NSW','2333',-32.40160341,150.46035352
'BAERAMI CREEK','NSW','2333',-32.57415454,150.49333409
'BAFFLE CREEK','QLD','4674',-24.49792415,151.94090758
'BAFFLE WEST','QLD','4454',-25.60171772,148.62586356
'BAGDAD','TAS','7030',-42.60532387,147.23228965
'BAGNOO','NSW','2446',-31.47105456,152.53442182
'BAGO','NSW','2446',-31.51174036,152.66716874
'BAGOT WELL','SA','5373',-34.30379898,139.00243496
'BAGOTVILLE','NSW','2477',-28.97550461,153.41277194
'BAGSHOT','VIC','3551',-36.65275077,144.39328966
'BAGSHOT NORTH','VIC','3551',-36.58640285,144.41376991
'BAHGALLAH','VIC','3312',-37.69592233,141.31267971
'BAHRS SCRUB','QLD','4207',-27.7387585,153.17158933
'BAILIESTON','VIC','3608',-36.74951113,145.08090172
'BAILUP','WA','6082',-31.73912792,116.30987021
'BAINES','NT','0852',-15.90743318,129.4843051
'BAIRD BAY','SA','5671',-33.14082976,134.37461507
'BAIRNSDALE','VIC','3875',-37.85981025,147.5890687
'BAJOOL','QLD','4699',-23.6926187,150.58868858
'BAKARA','SA','5354',-34.67837959,139.8123688
'BAKARA WELL','SA','5354',-34.57484855,139.84707527
'BAKERS BEACH','TAS','7307',-41.17382554,146.64687419
'BAKERS BEND','QLD','4470',-26.73083274,146.1000609
'BAKERS CREEK','NSW','2359',-30.32479634,150.99558723
'BAKERS CREEK','NSW','2422',-31.97288186,152.101195
'BAKERS CREEK','NSW','2447',-30.82661648,152.71455769
'BAKERS CREEK','QLD','4740',-21.21402243,149.15811176
'BAKERS HILL','WA','6562',-31.73219033,116.44728859
'BAKERS SWAMP','NSW','2820',-32.77153231,148.93328
'BAKERY HILL','VIC','3350',-37.56322777,143.86574197
'BAKEWELL','NT','0832',-12.49684673,130.99365504
'BAKING BOARD','QLD','4413',-26.70248302,150.56413299
'BALACLAVA','NSW','2575',-34.44021488,150.48324871
'BALACLAVA','VIC','3183',-37.87036175,144.99498544
'BALAH','SA','5417',-33.66493867,139.8483156
'BALAKLAVA','SA','5461',-34.14756087,138.4158148
'BALALA','NSW','2358',-30.62032351,151.29912278
'BALBARRUP','WA','6258',-34.20412927,116.23583276
'BALBERRA','QLD','4740',-21.2981028,149.14866235
'BALCATTA','WA','6021',-31.87156217,115.8194474
'BALCOLYN','NSW','2264',-33.09580796,151.55198735
'BALCOMBA','QLD','4702',-23.31235745,149.63899509
'BALD BLAIR','NSW','2365',-30.18011866,151.81732431
'BALD HILLS','NSW','2549',-36.9117325,149.84278542
'BALD HILLS','QLD','4036',-27.30647471,153.01989406
'BALD HILLS','SA','5203',-35.48822473,138.39940148
'BALD HILLS','VIC','3364',-37.44260494,143.83434459
'BALD KNOB','QLD','4552',-26.78470662,152.90838405
'BALD NOB','NSW','2370',-29.67876802,151.98813715
'BALD RIDGE','NSW','2795',-33.932965,149.43406282
'BALDERSLEIGH','NSW','2365',-30.24885967,151.41386578
'BALDINA','SA','5417',-33.69162467,139.08519258
'BALDIVIS','WA','6171',-32.32899887,115.8306565
'BALDRY','NSW','2867',-32.88814094,148.46762957
'BALFOURS PEAK','NSW','2403',-29.46368062,150.78375174
'BALGA','WA','6061',-31.85482647,115.83983547
'BALGAL BEACH','QLD','4816',-19.03912294,146.41095096
'BALGOWAN','QLD','4401',-27.2516516,151.69429235
'BALGOWAN','SA','5573',-34.32504,137.49473
'BALGOWLAH','NSW','2093',-33.79468245,151.26168747
'BALGOWLAH HEIGHTS','NSW','2093',-33.806868,151.26514328
'BALGOWNIE','NSW','2519',-34.38648076,150.8712556
'BALHANNAH','SA','5242',-34.99422643,138.82354773
'BALICKERA','NSW','2324',-32.65832375,151.80424685
'BALINGUP','WA','6253',-33.77774658,116.00697551
'BALINTORE','VIC','3249',-38.28293675,143.56900896
'BALKULING','WA','6383',-31.94972674,117.16017506
'BALL BAY','QLD','4741',-20.92863241,148.98921578
'BALLA BALLA','WA','6714',-20.686194,117.732429
'BALLADONG','WA','6302',-31.92972967,116.74435648
'BALLADORAN','NSW','2822',-31.87727921,148.5440899
'BALLAJURA','WA','6066',-31.84003047,115.89601963
'BALLALABA','NSW','2622',-35.61883333,149.63986806
'BALLAN','VIC','3342',-37.60682756,144.21461897
'BALLANDEAN','QLD','4382',-28.86343817,151.80550634
'BALLANGEICH','VIC','3279',-38.18616154,142.61758917
'BALLAPUR','VIC','3483',-35.97216864,142.75038739
'BALLARAT CENTRAL','VIC','3350',-37.56215825,143.85025562
'BALLARAT EAST','VIC','3350',-37.5648216,143.88702002
'BALLARAT NORTH','VIC','3350',-37.53914282,143.86645229
'BALLARD','QLD','4352',-27.49977624,151.97937228
'BALLAROO','QLD','4455',-27.15434014,148.55935904
'BALLAST HEAD','SA','5221',-35.75901929,137.76271578
'BALLAYING','WA','6315',-33.32076819,117.59429885
'BALLDALE','NSW','2646',-35.81575948,146.51735147
'BALLENDELLA','VIC','3561',-36.29345302,144.66919621
'BALLENGARRA','NSW','2441',-31.31776072,152.70523729
'BALLIANG','VIC','3340',-37.81838286,144.34496247
'BALLIANG EAST','VIC','3340',-37.80870291,144.43687884
'BALLIDU','WA','6606',-30.60311856,116.76726167
'BALLIMORE','NSW','2830',-32.17729473,148.90107421
'BALLINA','NSW','2478',-28.84169983,153.56006438
'BALLOGIE','QLD','4610',-26.34516493,151.52553582
'BALLY BALLY','WA','6304',-32.20781826,117.14095709
'BALLYROE','NSW','2795',-34.04841063,149.57093817
'BALLYROGAN','VIC','3375',-37.42527198,143.08265633
'BALMAIN','NSW','2041',-33.8581921,151.17986916
'BALMAIN EAST','NSW','2041',-33.85729667,151.19293657
'BALMATTUM','VIC','3666',-36.70731662,145.65949785
'BALMORAL','NSW','2283',-33.04579902,151.57865987
'BALMORAL','NSW','2571',-34.30254151,150.5152967
'BALMORAL','QLD','4171',-27.45638888,153.06771628
'BALMORAL','VIC','3407',-37.2223369,141.82560333
'BALMORAL RIDGE','QLD','4552',-26.7445913,152.89232142
'BALNAGOWAN','QLD','4740',-21.1175165,149.00837176
'BALNARRING','VIC','3926',-38.35319456,145.12187582
'BALNARRING BEACH','VIC','3926',-38.39038572,145.11985993
'BALOOK','VIC','3971',-38.42986027,146.5617541
'BALRANALD','NSW','2715',-34.33281099,143.417218
'BALWYN','VIC','3103',-37.80900381,145.08332577
'BALWYN NORTH','VIC','3104',-37.79175895,145.08433327
'BAMAGA','QLD','4876',-10.8560898,142.43240183
'BAMARANG','NSW','2540',-34.90432748,150.51884595
'BAMAWM','VIC','3561',-36.26123985,144.62868859
'BAMAWM EXTENSION','VIC','3564',-36.18095828,144.60141424
'BAMBAROO','QLD','4850',-18.88506077,146.1844843
'BAMBOO','QLD','4873',-16.35145156,145.39178227
'BAMBOO CREEK','QLD','4860',-17.55213253,145.98986607
'BAMBRA','VIC','3241',-38.36289585,143.95502193
'BAMBUN','WA','6503',-31.42550871,115.88984305
'BAMGANIE','VIC','3333',-37.93778518,143.99404012
'BAN BAN','QLD','4625',-25.69393537,151.81020165
'BAN BAN SPRINGS','QLD','4625',-25.67291415,151.82337856
'BANANA','QLD','4702',-24.48879397,150.16167769
'BANCA','TAS','7265',-41.00443861,147.82178808
'BANCROFT','QLD','4630',-24.79088558,151.27858452
'BANDIANA','VIC','3691',-36.13590982,146.93075683
'BANDON GROVE','NSW','2420',-32.27033586,151.70119907
'BANDY CREEK','WA','6450',-33.81533413,121.97355432
'BANDYA','WA','6440',-27.87674854,122.15831024
'BANGADANG','NSW','2729',-35.27329806,147.98479477
'BANGALEE','NSW','2541',-34.84427252,150.55154572
'BANGALEE','QLD','4703',-23.075078,150.764365
'BANGALL','QLD','4730',-22.42026435,144.00913545
'BANGALOW','NSW','2479',-28.68361051,153.52179915
'BANGERANG','VIC','3393',-36.20386955,142.58003731
'BANGHAM','SA','5268',-36.58149905,140.8802791
'BANGHEET','NSW','2404',-29.83710643,150.41656387
'BANGHOLME','VIC','3175',-38.04840645,145.17207777
'BANGO','NSW','2582',-34.75832932,148.96549641
'BANGOR','NSW','2234',-34.01604605,151.03319383
'BANGOR','SA','5481',-32.9500587,138.15995294
'BANGOR','TAS','7267',-41.21385789,147.15409655
'BANJUP','WA','6164',-32.15760182,115.88291986
'BANKS','ACT','2906',-35.47193637,149.0996525
'BANKS CREEK','QLD','4306',-27.40950082,152.71898058
'BANKS POCKET','QLD','4570',-26.15127347,152.67136094
'BANKSIA','NSW','2216',-33.94655399,151.14551371
'BANKSIA BEACH','QLD','4507',-27.04159796,153.14403177
'BANKSIA GROVE','WA','6031',-31.69625936,115.80541601
'BANKSIA PARK','SA','5091',-34.81052886,138.73056952
'BANKSIA PENINSULA','VIC','3875',-37.95035689,147.67543368
'BANKSMEADOW','NSW','2019',-33.95555182,151.21531291
'BANKSTOWN','NSW','2200',-33.9205031,151.03182363
'BANKSTOWN AERODROME','NSW','2200',-33.92261521,150.98866345
'BANNABY','NSW','2580',-34.4098062,149.99490679
'BANNERTON','VIC','3549',-34.73960404,142.79757914
'BANNISTER','NSW','2580',-34.60636577,149.49127128
'BANNISTER','WA','6390',-32.6794858,116.44601639
'BANNOCKBURN','QLD','4207',-27.75985452,153.19215265
'BANNOCKBURN','VIC','3331',-38.0449847,144.15416289
'BANOON','NSW','2347',-30.52724568,150.40706244
'BANORA POINT','NSW','2486',-28.22218541,153.53707241
'BANYABBA','NSW','2460',-29.37235302,152.9337732
'BANYAN','VIC','3485',-35.61828206,142.79467853
'BANYENA','VIC','3388',-36.58541156,142.82651529
'BANYO','QLD','4014',-27.37912722,153.08252905
'BAPAUME','QLD','4352',-28.57535865,151.84427423
'BAR BEACH','NSW','2300',-32.93922786,151.76856554
'BAR POINT','NSW','2083',-33.49558098,151.17191753
'BARA','NSW','2850',-32.57106995,149.85232084
'BARABBA','SA','5460',-34.35912696,138.5754954
'BARADINE','NSW','2396',-30.93103239,149.06067519
'BARAKULA','QLD','4413',-26.33659849,150.6021496
'BARALABA','QLD','4702',-24.31336872,149.91752787
'BARAMBAH','QLD','4601',-26.32186981,152.11993423
'BARANDUDA','VIC','3691',-36.1826815,146.95731083
'BARANGAROO','NSW','2000',-33.86051948,151.20158014
'BARATTA','SA','5432',-31.95109878,139.19462636
'BARBALIN','WA','6479',-30.89934224,118.1157243
'BARBERTON','WA','6510',-30.73277668,116.01219687
'BARCALDINE','QLD','4725',-23.57006928,145.32935026
'BARCALDINE DOWNS','QLD','4725',-23.80184764,144.97883649
'BARCOONGERE','NSW','2460',-29.90035398,153.20235443
'BARDEN RIDGE','NSW','2234',-34.03410179,151.0040814
'BARDIA','NSW','2565',-33.97723414,150.86187443
'BARDON','QLD','4065',-27.46006702,152.97817971
'BARDWELL PARK','NSW','2207',-33.93471067,151.12541931
'BARDWELL VALLEY','NSW','2207',-33.93750038,151.13146375
'BAREE','QLD','4714',-23.61968052,150.38979833
'BARELLAN','NSW','2665',-34.18237208,146.59476013
'BARELLAN POINT','QLD','4306',-27.57200822,152.8437224
'BARFOLD','VIC','3444',-37.10262449,144.50387323
'BARGARA','QLD','4670',-24.82969561,152.46076402
'BARGO','NSW','2574',-34.28404841,150.58704968
'BARGUNYAH','QLD','4465',-27.23207501,147.43284599
'BARHAM','NSW','2732',-35.60041364,144.21503793
'BARIGAN','NSW','2850',-32.51870281,149.98111201
'BARINGA','QLD','4551',-26.80992109,153.07852899
'BARINGHUP','VIC','3463',-36.97220952,143.97574635
'BARINGHUP WEST','VIC','3463',-36.95619758,143.90289491
'BARINIA','SA','5453',-33.74551352,138.62098076
'BARJARG','VIC','3723',-36.9198982,146.00380591
'BARKER CREEK FLAT','QLD','4615',-26.64815464,151.94822395
'BARKERS CREEK','VIC','3451',-37.02060343,144.23439143
'BARKERS VALE','NSW','2474',-28.53318264,153.11918418
'BARKLY','QLD','4825',-20.60218921,138.47823842
'BARKLY','VIC','3384',-36.93828271,143.21730603
'BARKSTEAD','VIC','3364',-37.47483559,144.10266493
'BARLIL','QLD','4605',-26.20258112,151.88768465
'BARLOWS HILL','QLD','4703',-23.10793512,150.74197088
'BARLYNE','QLD','4625',-25.73794053,151.64337332
'BARMAH','VIC','3639',-35.9562862,144.9910863
'BARMARYEE','QLD','4703',-23.13715538,150.69574928
'BARMEDMAN','NSW','2668',-34.1080502,147.42093239
'BARMERA','SA','5345',-34.25196,140.46547
'BARMOYA','QLD','4703',-23.12510821,150.53986852
'BARNA','SA','5641',-33.17470858,136.70483811
'BARNADOWN','VIC','3557',-36.64784425,144.52622264
'BARNARD','QLD','4702',-23.98867745,149.71122743
'BARNAWARTHA','VIC','3688',-36.07898331,146.673289
'BARNAWARTHA NORTH','VIC','3691',-36.08708648,146.74802937
'BARNDIOOTA','SA','5434',-31.92392363,138.17837909
'BARNES BAY','TAS','7150',-43.12098886,147.36295407
'BARNEY POINT','QLD','4680',-23.84321498,151.26897069
'BARNEY VIEW','QLD','4287',-28.23227952,152.76774043
'BARNEYS REEF','NSW','2852',-32.17730992,149.50420441
'BARNSLEY','NSW','2278',-32.92814561,151.58539313
'BAROMI','VIC','3871',-38.40304513,146.17751105
'BARONGAROOK','VIC','3249',-38.4282164,143.6154048
'BARONGAROOK WEST','VIC','3249',-38.43212468,143.54557984
'BAROOGA','NSW','3644',-35.90076478,145.70960445
'BAROONDAH','QLD','4420',-25.67406347,149.12218277
'BAROOTA','SA','5495',-32.89893905,138.01624864
'BAROSSA GOLDFIELDS','SA','5351',-34.65702679,138.81852269
'BARRABA','NSW','2347',-30.36047547,150.54960941
'BARRABOOL','VIC','3221',-38.16665012,144.22631613
'BARRABUP','WA','6275',-33.90135816,115.66599974
'BARRACK HEIGHTS','NSW','2528',-34.56316333,150.85446272
'BARRACK POINT','NSW','2528',-34.5629711,150.86972132
'BARRAGANYATTI','NSW','2441',-30.87628111,152.92537751
'BARRAGGA BAY','NSW','2546',-36.50418483,150.05225866
'BARRAGUP','WA','6209',-32.53899567,115.79426695
'BARRAKEE','VIC','3525',-36.26366715,143.4522654
'BARRAMORNIE','QLD','4416',-27.06969233,150.09487541
'BARRAMUNGA','VIC','3249',-38.58422949,143.7150873
'BARRAPORT','VIC','3537',-36.0011695,143.67153772
'BARRAPORT WEST','VIC','3537',-36.01759635,143.53446259
'BARRATTA','NSW','2710',-35.18921758,144.52976667
'BARRATTA','QLD','4809',-19.56835051,147.23683353
'BARREN GROUNDS','NSW','2577',-34.69042481,150.72329575
'BARRENGARRY','NSW','2577',-34.68855258,150.52998762
'BARRETTA','TAS','7054',-43.04564963,147.26263504
'BARRETTS CREEK','NSW','2460',-29.36405804,152.75077244
'BARRINE','QLD','4872',-17.23024061,145.61891543
'BARRINGELLA','NSW','2540',-34.91175431,150.46263431
'BARRINGHA','QLD','4816',-19.53773471,146.79626558
'BARRINGTON','NSW','2422',-31.99470213,151.89593109
'BARRINGTON','TAS','7306',-41.33223681,146.27881444
'BARRINGTON TOPS','NSW','2422',-31.9588738,151.527748
'BARRINGUN','NSW','2840',-29.00935179,145.71222783
'BARRINGUN','QLD','4490',-28.8628358,145.79134554
'BARRON','QLD','4878',-16.86488361,145.71095176
'BARRON GORGE','QLD','4870',-16.88018107,145.66919596
'BARRY','NSW','2340',-31.59994954,151.28379263
'BARRY','NSW','2799',-33.64700968,149.26684223
'BARRYS REEF','VIC','3458',-37.4554113,144.31115833
'BARTLE FRERE','QLD','4861',-17.43907645,145.88342865
'BARTON','ACT','2600',-35.306811,149.139089
'BARUNAH PARK','VIC','3329',-38.00433046,143.82497322
'BARUNAH PLAINS','VIC','3329',-38.04453776,143.7726897
'BARUNGA','NT','0852',-14.52664754,132.86739248
'BARUNGA GAP','SA','5520',-33.82647082,138.12410021
'BARWANG','NSW','2594',-34.43966814,148.46414074
'BARWIDGEE','VIC','3737',-36.5154554,146.77208342
'BARWIDGI','QLD','4872',-17.66635695,144.64149666
'BARWITE','VIC','3722',-37.01101761,146.21661342
'BARWON','NSW','2396',-31.00582899,148.92961941
'BARWON DOWNS','VIC','3243',-38.50830718,143.78851293
'BARWON HEADS','VIC','3227',-38.27482592,144.4880973
'BARYULGIL','NSW','2460',-29.22044773,152.62585386
'BASALT','QLD','4820',-19.72286773,145.37513006
'BASALT','VIC','3460',-37.30787588,144.10347547
'BASILISK','QLD','4871',-17.67127139,145.98843596
'BASIN POCKET','QLD','4305',-27.60097566,152.77038317
'BASIN VIEW','NSW','2540',-35.09107547,150.5555311
'BASKERVILLE','WA','6056',-31.79766704,116.04908171
'BASKET RANGE','SA','5138',-34.93484236,138.77283438
'BASS','VIC','3991',-38.47741164,145.46640511
'BASS HILL','NSW','2197',-33.89928365,150.99629425
'BASSENDEAN','NSW','2365',-30.06157578,151.18617566
'BASSENDEAN','WA','6054',-31.90630604,115.94528309
'BATAR CREEK','NSW','2439',-31.67026833,152.67454467
'BATCHELOR','NT','0845',-13.08975285,131.05739367
'BATEAU BAY','NSW','2261',-33.38616736,151.47214998
'BATEHAVEN','NSW','2536',-35.73736524,150.1984671
'BATEMAN','WA','6150',-32.05553994,115.84724853
'BATEMANS BAY','NSW','2536',-35.70531731,150.16090544
'BATESFORD','VIC','3213',-38.09259417,144.28051942
'BATHAMPTON','NSW','2795',-33.49371952,149.41363687
'BATHUMI','VIC','3730',-36.02809262,146.08527186
'BATHURST','NSW','2795',-33.41928092,149.57750584
'BATLOW','NSW','2730',-35.54498899,148.1466041
'BATTERY HILL','QLD','4551',-26.77892273,153.12847519
'BATTERY POINT','TAS','7004',-42.88989392,147.3332673
'BAUDIN BEACH','SA','5222',-35.78136631,137.8663178
'BAUHINIA','QLD','4718',-24.56587048,149.32371252
'BAULKHAM HILLS','NSW','2153',-33.75652466,150.98173481
'BAUPLE','QLD','4650',-25.8153345,152.6117914
'BAUPLE FOREST','QLD','4650',-25.87528075,152.68512166
'BAW BAW','NSW','2580',-34.71904344,149.63850668
'BAW BAW VILLAGE','VIC','3833',-37.84146148,146.25800156
'BAWLEY POINT','NSW','2539',-35.51161387,150.37924589
'BAXTER','VIC','3911',-38.20094524,145.1566586
'BAY OF SHOALS','SA','5223',-35.60784404,137.56704051
'BAYINDEEN','VIC','3375',-37.30303642,143.18076421
'BAYLES','VIC','3981',-38.17607642,145.58057374
'BAYNTON','VIC','3444',-37.13582346,144.64106269
'BAYNTON','WA','6714',-20.75178969,116.80149844
'BAYNTON EAST','VIC','3444',-37.12357991,144.71150299
'BAYONET HEAD','WA','6330',-34.97346805,117.93446819
'BAYRICK','QLD','4478',-25.40353492,146.07363236
'BAYSWATER','VIC','3153',-37.84518315,145.26472419
'BAYSWATER','WA','6053',-31.91738716,115.9178728
'BAYSWATER NORTH','VIC','3153',-37.82689438,145.28365814
'BAYVIEW','NSW','2104',-33.66189333,151.29009367
'BAYVIEW','NT','0820',-12.43963042,130.85818728
'BAYVIEW HEIGHTS','QLD','4868',-16.96229238,145.72584966
'BEACH HOLM','QLD','4818',-19.20502914,146.64768056
'BEACHLANDS','WA','6530',-28.78614249,114.60182892
'BEACHMERE','QLD','4510',-27.10819107,153.04474082
'BEACHPORT','SA','5280',-37.48209515,140.0098158
'BEACON','WA','6472',-30.4300967,117.86615263
'BEACON HILL','NSW','2100',-33.75241987,151.25841124
'BEACONSFIELD','NSW','2015',-33.91136615,151.20052856
'BEACONSFIELD','QLD','4740',-21.08982732,149.16654727
'BEACONSFIELD','TAS','7270',-41.20163179,146.77794506
'BEACONSFIELD','VIC','3807',-38.04093709,145.38298265
'BEACONSFIELD','WA','6162',-32.06938659,115.76858504
'BEACONSFIELD UPPER','VIC','3808',-37.99820607,145.42378915
'BEADELL','WA','6440',-27.943481,127.5269183
'BEALIBA','VIC','3475',-36.76742307,143.56396071
'BEAN CREEK','NSW','2469',-28.58143774,152.58740625
'BEARBONG','NSW','2827',-31.6686355,148.8926714
'BEARD','ACT','2620',-35.34172625,149.21045152
'BEARII','VIC','3641',-35.88573206,145.34525401
'BEARS LAGOON','VIC','3517',-36.3316845,143.95144633
'BEATRICE','QLD','4886',-17.55694758,145.58106197
'BEATTY','SA','5320',-34.01813341,139.44165289
'BEAUCHAMP','VIC','3579',-35.62574588,143.62502721
'BEAUDESERT','QLD','4285',-27.98815184,153.00189166
'BEAUFORT','QLD','4724',-23.456654,146.88139392
'BEAUFORT','SA','5550',-34.08322677,138.2066138
'BEAUFORT','VIC','3373',-37.44144014,143.34520405
'BEAUFORT RIVER','WA','6394',-33.56519971,117.04939758
'BEAUMARIS','TAS','7215',-41.4159471,148.26146019
'BEAUMARIS','VIC','3193',-37.98240436,145.03893139
'BEAUMONT','NSW','2577',-34.78145222,150.57939019
'BEAUMONT','SA','5066',-34.9499808,138.65936855
'BEAUMONT','WA','6450',-33.38963303,122.78970339
'BEAUMONT HILLS','NSW','2155',-33.69777131,150.94024102
'BEAUMONTS','SA','5320',-34.04523854,139.67788383
'BEAUTY POINT','TAS','7270',-41.15988815,146.80344571
'BEAVER ROCK','QLD','4650',-25.52050743,152.81737533
'BEAZLEYS BRIDGE','VIC','3477',-36.71063344,143.15055051
'BECKENHAM','WA','6107',-32.02434638,115.96060715
'BECKOM','NSW','2665',-34.30253617,146.99512539
'BECTIVE','NSW','2340',-31.00470027,150.71806854
'BECTRIC','NSW','2665',-34.50346717,147.27099439
'BEDFORD','WA','6052',-31.90948614,115.89168138
'BEDFORD PARK','SA','5042',-35.02343019,138.56983377
'BEDFORDALE','WA','6112',-32.17824747,116.06743526
'BEDGERABONG','NSW','2871',-33.30884444,147.69195988
'BEDOURIE','QLD','4829',-24.39743479,139.52645713
'BEEAC','VIC','3251',-38.18128108,143.66441732
'BEEBO','QLD','4385',-28.68004136,151.00270531
'BEECH FOREST','VIC','3237',-38.63472004,143.59258361
'BEECHBORO','WA','6063',-31.86838605,115.93865669
'BEECHER','QLD','4680',-23.91009051,151.20363632
'BEECHFORD','TAS','7252',-41.03989912,146.94125183
'BEECHINA','WA','6556',-31.85558523,116.31629819
'BEECHMONT','QLD','4211',-28.11883715,153.19324338
'BEECHWOOD','NSW','2446',-31.43788564,152.67192444
'BEECHWORTH','VIC','3747',-36.33817265,146.65740911
'BEECROFT','NSW','2119',-33.75307575,151.06126823
'BEECROFT PENINSULA','NSW','2540',-35.04299475,150.80728054
'BEEDELUP','WA','6260',-34.36312097,115.90786945
